Ticker,Sector,Entry,EntryRaw,Score,Close,MktCap_KRW_T,Avg$Vol,VolRatio,RSI,ATR%,Trigger,EntryHint,Invalidation,Reasons,MACDTrigger,Note,EntryPrice,StopPrice,TargetPrice,RR,Shares,PosValue,MktPref,P,Promoted
KMI,Energy,WATCH_BREAKOUT,WATCH_BREAKOUT,38,30.99,99.3,466684649,0.74,75.2,2.45,트리거: 30.59 상향 돌파(20D High),30.59 돌파+거래량 동반 시,SMA50(27.96) 이탈 또는 Stop 29.47,20D high 근접,,현재 Vol 0.74x | ✅ 50~100조 선호,,,,,,,1,2,False
XLE,Unknown,WATCH_BREAKOUT,WATCH_BREAKOUT,33,53.64,14.5,2703514722,0.72,82.5,2.1,트리거: 53.42 상향 돌파(20D High),53.42 돌파+거래량 동반 시,SMA50(47.05) 이탈 또는 Stop 51.39,"20D high 근접, MACD 완만개선",,현재 Vol 0.72x,,,,,,,0,2,False
JNJ,Healthcare,WATCH_BREAKOUT,WATCH_BREAKOUT,33,238.64,846.5,2255477142,0.93,91.7,1.68,트리거: 240.94 상향 돌파(20D High),240.94 돌파+거래량 동반 시,SMA50(213.90) 이탈 또는 Stop 230.60,"20D high 근접, MACD 완만개선",,현재 Vol 0.93x,,,,,,,0,2,False
BAC,Financial Services,WATCH_BREAKOUT,WATCH_BREAKOUT,33,56.41,604.4,2208713344,0.77,78.1,1.84,트리거: 56.87 상향 돌파(20D High),56.87 돌파+거래량 동반 시,SMA50(54.37) 이탈 또는 Stop 54.33,"20D high 근접, MACD 완만개선",,현재 Vol 0.77x,,,,,,,0,2,False
CAT,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,33,742.12,498.1,1939700891,0.86,75.5,3.58,트리거: 727.40 상향 돌파(20D High),727.40 돌파+거래량 동반 시,SMA50(618.96) 이탈 또는 Stop 688.93,"20D high 근접, MACD 완만개선",,현재 Vol 0.86x,,,,,,,0,2,False
HON,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,33,239.84,235.2,1148823332,0.58,81.3,1.91,트리거: 239.08 상향 돌파(20D High),239.08 돌파+거래량 동반 시,SMA50(206.99) 이탈 또는 Stop 230.68,"20D high 근접, MACD 완만개선",,현재 Vol 0.58x,,,,,,,0,2,False
ETN,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,33,377.06,213.1,1133177561,0.87,74.8,3.44,트리거: 377.12 상향 돌파(20D High),377.12 돌파+거래량 동반 시,SMA50(336.72) 이탈 또는 Stop 351.15,"20D high 근접, MACD 완만개선",,현재 Vol 0.87x,,,,,,,0,2,False
MCD,Consumer Cyclical,WATCH_BREAKOUT,WATCH_BREAKOUT,33,325.6,341.8,982851903,0.85,88.0,1.48,트리거: 328.06 상향 돌파(20D High),328.06 돌파+거래량 동반 시,SMA50(311.46) 이탈 또는 Stop 315.95,"20D high 근접, MACD 완만개선",,현재 Vol 0.85x,,,,,,,0,2,False
CME,Financial Services,WATCH_BREAKOUT,WATCH_BREAKOUT,33,307.24,159.1,650540053,1.03,94.7,1.8,트리거: 302.79 상향 돌파(20D High),302.79 돌파+거래량 동반 시,SMA50(277.71) 이탈 또는 Stop 296.19,"20D high 근접, MACD 완만개선",,현재 Vol 1.03x,,,,,,,0,2,False
AEP,Utilities,WATCH_BREAKOUT,WATCH_BREAKOUT,26,121.1,94.7,403788716,0.78,57.9,1.81,트리거: 122.44 상향 돌파(20D High),122.44 돌파+거래량 동반 시,SMA50(117.37) 이탈 또는 Stop 116.71,"MACD 완만개선, RSI 58",,현재 Vol 0.78x | ✅ 50~100조 선호,,,,,,,1,2,False
O,Real Estate,WATCH_BREAKOUT,WATCH_BREAKOUT,26,63.09,85.0,392782150,0.74,59.5,1.55,트리거: 63.90 상향 돌파(20D High),63.90 돌파+거래량 동반 시,SMA50(58.85) 이탈 또는 Stop 61.14,"MACD 완만개선, RSI 59",,현재 Vol 0.74x | ✅ 50~100조 선호,,,,,,,1,2,False
COST,Consumer Defensive,WATCH_BREAKOUT,WATCH_BREAKOUT,18,997.59,650.7,2515299659,0.72,61.9,2.01,트리거: 1001.37 상향 돌파(20D High),1001.37 돌파+거래량 동반 시,SMA50(917.00) 이탈 또는 Stop 957.44,"MACD 완만개선, RSI 62",,현재 Vol 0.72x,,,,,,,0,2,False
DLR,Real Estate,WATCH_BREAKOUT,WATCH_BREAKOUT,16,172.13,87.9,333652826,1.1,75.4,2.56,트리거: 173.90 상향 돌파(20D High),173.90 돌파+거래량 동반 시,SMA50(158.96) 이탈 또는 Stop 163.33,MACD 완만개선,,현재 Vol 1.10x | ✅ 50~100조 선호,,,,,,,1,2,False
BDX,Healthcare,WATCH_PULLBACK,WATCH_PULLBACK,40,207.39,87.6,434370386,1.74,57.0,2.68,약한 반등(가짜 반등 필터),강한 양봉 확인 후,SMA50(199.79) 이탈 또는 Stop 196.28,"Vol 1.7x, MACD 완만개선, RSI 57",,RSI 57.0 | ✅ 50~100조 선호,,,,,,,1,3,False
SRE,Utilities,WATCH_PULLBACK,WATCH_PULLBACK,26,87.48,83.5,416817572,0.77,43.7,2.1,약한 반등(가짜 반등 필터),강한 양봉 확인 후,SMA50(88.57) 이탈 또는 Stop 83.81,"MACD 완만개선, RSI 44",,RSI 43.7 | ✅ 50~100조 선호,,,,,,,1,3,False
F,Consumer Cyclical,WATCH_PULLBACK,WATCH_PULLBACK,23,13.59,80.5,854685875,0.96,56.6,2.08,약한 반등(가짜 반등 필터),강한 양봉 확인 후,SMA50(13.55) 이탈 또는 Stop 13.03,RSI 57,,RSI 56.6 | ✅ 50~100조 선호,,,,,,,1,3,False
LLY,Healthcare,WATCH_PULLBACK,WATCH_PULLBACK,18,1044.67,1388.8,3722273276,0.97,50.4,4.29,약한 반등(가짜 반등 필터),강한 양봉 확인 후,SMA50(1053.16) 이탈 또는 Stop 955.11,"MACD 완만개선, RSI 50",,RSI 50.4,,,,,,,0,3,False
WBD,Communication Services,WATCH_PULLBACK,WATCH_PULLBACK,16,27.21,99.3,661129325,0.7,34.2,1.66,약한 반등(가짜 반등 필터),강한 양봉 확인 후,SMA50(27.82) 이탈 또는 Stop 26.30,MACD 완만개선,,RSI 34.2 | ✅ 50~100조 선호,,,,,,,1,3,False
GOOGL,Communication Services,WATCH_PULLBACK,WATCH_PULLBACK,15,324.32,5717.9,12588318874,1.04,52.3,3.36,약한 반등(가짜 반등 필터),강한 양봉 확인 후,SMA50(321.75) 이탈 또는 Stop 302.53,RSI 52,,RSI 52.3,,,,,,,0,3,False
RBLX,Communication Services,SKIP,SKIP,29,73.45,68.3,1177092759,1.21,43.5,6.68,진입 타이밍 불명확,-,Stop 63.64,"Vol 1.2x (약), MACD 완만개선, RSI 44",,대기 | ✅ 50~100조 선호,,,,,,,1,9,False
